,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
61,,,12.252771,11.89281,11.735321,11.617925,11.521648,11.439092,11.366418,11.301342,11.242366,11.188441,11.138815,11.092903,11.050258,11.010518,10.9733925,10.938644,10.906073,10.875506,10.8468,10.819828,10.794487,10.7706785,10.748322,10.727343,10.707676,10.689266,10.672062,10.656018,10.641092,10.627249,10.614456,10.602685,10.591908,10.582105,10.573251,10.565332,10.5583315,10.552234,10.547029,10.542706,10.539257,10.536676,10.534959,10.534101,10.534101,10.534959,10.536676,10.539257,10.542706,10.547029,10.552234,10.5583315,10.565332,10.573251,10.582105,10.591908,10.602685,10.614456,10.627249,10.641092,10.656018,10.672062,10.689266,10.707676,10.727343,10.748322,10.7706785,10.794487,10.819828,10.8468,10.875506,10.906073,10.938644,10.9733925,11.010518,11.050258,11.092903,11.138815,11.188441,11.242366,11.301342,11.366418,11.439092,11.521648,11.617925,11.735321,11.89281,12.252771,,
62,,,,13.218842,13.026775,12.8892975,12.778278,12.683862,12.601177,12.527398,12.460709,12.399852,12.343933,12.292265,12.244322,12.199686,12.158016,12.119041,12.082526,12.048276,12.016124,11.985927,11.957563,11.930924,11.905916,11.882455,11.860466,11.839888,11.82066,11.802731,11.786055,11.770589,11.756299,11.743152,11.731117,11.720169,11.710284,11.701443,11.693625,11.686819,11.681008,11.676183,11.672333,11.669453,11.667535,11.666576,11.666576,11.667535,11.669453,11.672333,11.676183,11.681008,11.686819,11.693625,11.701443,11.710284,11.720169,11.731117,11.743152,11.756299,11.770589,11.786055,11.802731,11.82066,11.839888,11.860466,11.882455,11.905916,11.930924,11.957563,11.985927,12.016124,12.048276,12.082526,12.119041,12.158016,12.199686,12.244322,12.292265,12.343933,12.399852,12.460709,12.527398,12.601177,12.683862,12.778278,12.8892975,13.026775,13.218842,,,
63,,,,14.579854,14.339103,14.177499,14.049663,13.942074,13.84845,13.765265,13.690306,13.622063,13.559469,13.50172,13.448198,13.398419,13.351987,13.308589,13.267957,13.229865,13.194125,13.160572,13.129069,13.099492,13.071733,13.045699,13.021305,12.99848,12.977158,12.95728,12.938794,12.921653,12.905817,12.891249,12.877915,12.865787,12.854836,12.845043,12.836386,12.828847,12.8224125,12.817068,12.812805,12.809615,12.807492,12.806431,12.806431,12.807492,12.809615,12.812805,12.817068,12.8224125,12.828847,12.836386,12.845043,12.854836,12.865787,12.877915,12.891249,12.905817,12.921653,12.938794,12.95728,12.977158,12.99848,13.021305,13.045699,13.071733,13.099492,13.129069,13.160572,13.194125,13.229865,13.267957,13.308589,13.351987,13.398419,13.448198,13.50172,13.559469,13.622063,13.690306,13.765265,13.84845,13.942074,14.049663,14.177499,14.339103,14.579854,,,
64,,,,16.000254,15.67751,15.485652,15.338182,15.215728,15.110001,15.01655,14.932648,14.856472,14.786752,14.722538,14.663107,14.607895,14.556447,14.508401,14.463449,14.421334,14.381842,14.344783,14.310004,14.277364,14.246741,14.218031,14.191135,14.1659775,14.142481,14.12058,14.100217,14.081338,14.0639,14.04786,14.033181,14.01983,14.007777,13.996999,13.987472,13.979176,13.9720955,13.966215,13.961525,13.958015,13.955679,13.954513,13.954513,13.955679,13.958015,13.961525,13.966215,13.9720955,13.979176,13.987472,13.996999,14.007777,14.01983,14.033181,14.04786,14.0639,14.081338,14.100217,14.12058,14.142481,14.1659775,14.191135,14.218031,14.246741,14.277364,14.310004,14.344783,14.381842,14.421334,14.463449,14.508401,14.556447,14.607895,14.663107,14.722538,14.786752,14.856472,14.932648,15.01655,15.110001,15.215728,15.338182,15.485652,15.67751,16.000254,,,
65,,,,,17.049976,16.817749,16.646677,16.507124,16.387821,16.283035,16.189371,16.104609,16.027224,15.95609,15.890362,15.82938,15.772619,15.719663,15.6701565,15.62381,15.580375,15.539639,15.501429,15.465584,15.431967,15.40046,15.370955,15.343364,15.317601,15.293593,15.271276,15.25059,15.231486,15.213916,15.197839,15.183218,15.170021,15.15822,15.14779,15.138708,15.130958,15.124522,15.119389,15.115547,15.11299,15.111713,15.111713,15.11299,15.115547,15.119389,15.124522,15.130958,15.138708,15.14779,15.15822,15.170021,15.183218,15.197839,15.213916,15.231486,15.25059,15.271276,15.293593,15.317601,15.343364,15.370955,15.40046,15.431967,15.465584,15.501429,15.539639,15.580375,15.62381,15.6701565,15.719663,15.772619,15.82938,15.890362,15.95609,16.027224,16.104609,16.189371,16.283035,16.387821,16.507124,16.646677,16.817749,17.049976,,,,
66,,,,,18.471111,18.179224,17.978651,17.818977,17.684196,17.56674,17.462307,17.368166,17.28247,17.20388,17.131395,17.064249,17.001831,16.943659,16.88933,16.838507,16.79091,16.746302,16.704481,16.665268,16.62851,16.59407,16.56183,16.531693,16.50356,16.47735,16.452991,16.430418,16.409576,16.39041,16.372875,16.356932,16.34254,16.329676,16.318304,16.308405,16.299957,16.292942,16.287348,16.283161,16.280375,16.278984,16.278984,16.280375,16.283161,16.287348,16.292942,16.299957,16.308405,16.318304,16.329676,16.34254,16.356932,16.372875,16.39041,16.409576,16.430418,16.452991,16.47735,16.50356,16.531693,16.56183,16.59407,16.62851,16.665268,16.704481,16.746302,16.79091,16.838507,16.88933,16.943659,17.001831,17.064249,17.131395,17.20388,17.28247,17.368166,17.462307,17.56674,17.684196,17.818977,17.978651,18.179224,18.471111,,,,
67,,,,,19.980015,19.578146,19.338621,19.15457,19.001793,18.869963,18.753513,18.649027,18.554245,18.467554,18.387774,18.314,18.24552,18.181778,18.122309,18.066732,18.014725,17.966015,17.920378,17.87761,17.83754,17.800014,17.764898,17.732084,17.701462,17.672943,17.646446,17.621895,17.59923,17.578394,17.559334,17.542006,17.52637,17.51239,17.500038,17.489285,17.480108,17.472488,17.466412,17.461864,17.45884,17.457329,17.457329,17.45884,17.461864,17.466412,17.472488,17.480108,17.489285,17.500038,17.51239,17.52637,17.542006,17.559334,17.578394,17.59923,17.621895,17.646446,17.672943,17.701462,17.732084,17.764898,17.800014,17.83754,17.87761,17.920378,17.966015,18.014725,18.066732,18.122309,18.181778,18.24552,18.314,18.387774,18.467554,18.554245,18.649027,18.753513,18.869963,19.001793,19.15457,19.338621,19.578146,19.980015,,,,
68,,,,,,21.028385,20.732769,20.51801,20.343805,20.195389,20.065346,19.94932,19.844505,19.748947,19.661224,19.580275,19.505259,19.435535,19.370564,19.309906,19.253197,19.200127,19.150436,19.1039,19.060324,19.019535,18.981384,18.945745,18.9125,18.881548,18.852798,18.826168,18.80159,18.778997,18.758337,18.739557,18.72261,18.707464,18.694082,18.682432,18.672493,18.66424,18.65766,18.652735,18.649458,18.647821,18.647821,18.649458,18.652735,18.65766,18.66424,18.672493,18.682432,18.694082,18.707464,18.72261,18.739557,18.758337,18.778997,18.80159,18.826168,18.852798,18.881548,18.9125,18.945745,18.981384,19.019535,19.060324,19.1039,19.150436,19.200127,19.253197,19.309906,19.370564,19.435535,19.505259,19.580275,19.661224,19.748947,19.844505,19.94932,20.065346,20.195389,20.343805,20.51801,20.732769,21.028385,,,,,
69,,,,,,22.561293,22.17032,21.914686,21.714167,21.546202,21.400543,21.27148,21.155476,21.050112,20.953678,20.864899,20.782791,20.706598,20.635698,20.569584,20.507837,20.450104,20.396091,20.345543,20.298237,20.253983,20.21261,20.173979,20.137959,20.104433,20.073303,20.044476,20.01788,19.993437,19.971088,19.950777,19.932453,19.916079,19.901611,19.88902,19.878277,19.86936,19.862247,19.856928,19.853386,19.851618,19.851618,19.853386,19.856928,19.862247,19.86936,19.878277,19.88902,19.901611,19.916079,19.932453,19.950777,19.971088,19.993437,20.01788,20.044476,20.073303,20.104433,20.137959,20.173979,20.21261,20.253983,20.298237,20.345543,20.396091,20.450104,20.507837,20.569584,20.635698,20.706598,20.782791,20.864899,20.953678,21.050112,21.155476,21.27148,21.400543,21.546202,21.714167,21.914686,22.17032,22.561293,,,,,
70,,,,,,24.389671,23.667124,23.352125,23.117908,22.926292,22.762344,22.61834,22.489695,22.37338,22.2673,22.16991,22.080046,21.996813,21.919485,21.847473,21.780298,21.717552,21.658905,21.604061,21.55277,21.504818,21.460014,21.4182,21.379227,21.34297,21.309315,21.27816,21.249422,21.223022,21.198887,21.176958,21.157179,21.139505,21.123892,21.110308,21.098717,21.089096,21.081425,21.075686,21.071867,21.06996,21.06996,21.071867,21.075686,21.081425,21.089096,21.098717,21.110308,21.123892,21.139505,21.157179,21.176958,21.198887,21.223022,21.249422,21.27816,21.309315,21.34297,21.379227,21.4182,21.460014,21.504818,21.55277,21.604061,21.658905,21.717552,21.780298,21.847473,21.919485,21.996813,22.080046,22.16991,22.2673,22.37338,22.489695,22.61834,22.762344,22.926292,23.117908,23.352125,23.667124,24.389671,,,,,
71,,,,,,,25.258661,24.841871,24.5618,24.340563,24.154684,23.993244,23.85012,23.721434,23.60456,23.497618,23.399202,23.308249,23.2239,23.145475,23.072416,23.004253,22.940605,22.881138,22.825567,22.773651,22.725172,22.679955,22.63783,22.59866,22.562315,22.52868,22.497667,22.469183,22.443151,22.419504,22.39818,22.37913,22.362303,22.347664,22.335175,22.32481,22.316545,22.310364,22.30625,22.304195,22.304195,22.30625,22.310364,22.316545,22.32481,22.335175,22.347664,22.362303,22.37913,22.39818,22.419504,22.443151,22.469183,22.497667,22.52868,22.562315,22.59866,22.63783,22.679955,22.725172,22.773651,22.825567,22.881138,22.940605,23.004253,23.072416,23.145475,23.2239,23.308249,23.399202,23.497618,23.60456,23.721434,23.85012,23.993244,24.154684,24.340563,24.5618,24.841871,25.258661,,,,,,
72,,,,,,,27.146633,26.40459,26.05562,25.795452,25.582476,25.400242,25.240253,25.09739,24.968302,24.85065,24.742718,24.643227,24.551159,24.46571,24.386229,24.312172,24.243101,24.17863,24.11844,24.06225,24.009819,23.960943,23.915438,23.873144,23.833918,23.797636,23.76419,23.733482,23.705427,23.679947,23.656977,23.636457,23.61834,23.602577,23.589134,23.577976,23.569082,23.56243,23.558,23.55579,23.55579,23.558,23.56243,23.569082,23.577976,23.589134,23.602577,23.61834,23.636457,23.656977,23.679947,23.705427,23.733482,23.76419,23.797636,23.833918,23.873144,23.915438,23.960943,24.009819,24.06225,24.11844,24.17863,24.243101,24.312172,24.386229,24.46571,24.551159,24.643227,24.742718,24.85065,24.968302,25.09739,25.240253,25.400242,25.582476,25.795452,26.05562,26.40459,27.146633,,,,,,
73,,,,,,,,28.09064,27.615158,27.299953,27.052082,26.84436,26.664318,26.504942,26.361841,26.232044,26.113419,26.0044,25.903767,25.810566,25.724026,25.643513,25.568521,25.498606,25.433395,25.372576,25.315866,25.263042,25.21389,25.168232,25.12591,25.086779,25.050722,25.01763,24.987406,24.959965,24.93523,24.913143,24.893642,24.87668,24.862217,24.850214,24.840647,24.83349,24.828728,24.82635,24.82635,24.828728,24.83349,24.840647,24.850214,24.862217,24.87668,24.893642,24.913143,24.93523,24.959965,24.987406,25.01763,25.050722,25.086779,25.12591,25.168232,25.21389,25.263042,25.315866,25.372576,25.433395,25.498606,25.568521,25.643513,25.724026,25.810566,25.903767,26.0044,26.113419,26.232044,26.361841,26.504942,26.664318,26.84436,27.052082,27.299953,27.615158,28.09064,,,,,,,
74,,,,,,,,,29.271297,28.86778,28.572218,28.332079,28.127562,27.948568,27.789131,27.64537,27.514582,27.394821,27.2846,27.182766,27.088406,27.000772,26.919271,26.843386,26.772692,26.706821,26.645458,26.588345,26.53524,26.48594,26.440268,26.398062,26.35919,26.323526,26.290966,26.261415,26.234785,26.211012,26.190027,26.171778,26.156218,26.143309,26.133018,26.125322,26.120201,26.117645,26.117645,26.120201,26.125322,26.133018,26.143309,26.156218,26.171778,26.190027,26.211012,26.234785,26.261415,26.290966,26.323526,26.35919,26.398062,26.440268,26.48594,26.53524,26.588345,26.645458,26.706821,26.772692,26.843386,26.919271,27.000772,27.088406,27.182766,27.2846,27.394821,27.514582,27.64537,27.789131,27.948568,28.127562,28.332079,28.572218,28.86778,29.271297,,,,,,,,
75,,,,,,,,,31.11804,30.523027,30.155697,29.87212,29.636694,29.433804,29.254944,29.09487,28.950058,28.81804,28.696966,28.585432,28.48233,28.386778,28.298065,28.215591,28.138859,28.067446,28.000988,27.939188,27.881771,27.828508,27.779194,27.733648,27.691721,27.653275,27.618187,27.586351,27.557674,27.53208,27.509493,27.489855,27.473114,27.459227,27.448158,27.43988,27.434374,27.431623,27.431623,27.434374,27.43988,27.448158,27.459227,27.473114,27.489855,27.509493,27.53208,27.557674,27.586351,27.618187,27.653275,27.691721,27.733648,27.779194,27.828508,27.881771,27.939188,28.000988,28.067446,28.138859,28.215591,28.298065,28.386778,28.48233,28.585432,28.696966,28.81804,28.950058,29.09487,29.254944,29.433804,29.636694,29.87212,30.155697,30.523027,31.11804,,,,,,,,
76,,,,,,,,,,32.321568,31.823753,31.47709,31.200724,30.967752,30.765228,30.585718,30.424475,30.278275,30.144768,30.022207,29.90924,29.804794,29.708025,29.61822,29.534792,29.457253,29.385178,29.318222,29.256073,29.198465,29.145168,29.095976,29.05072,29.00924,28.971401,28.937084,28.906181,28.878609,28.854286,28.833141,28.81512,28.800173,28.788261,28.779356,28.77343,28.770472,28.770472,28.77343,28.779356,28.788261,28.800173,28.81512,28.833141,28.854286,28.878609,28.906181,28.937084,28.971401,29.00924,29.05072,29.095976,29.145168,29.198465,29.256073,29.318222,29.385178,29.457253,29.534792,29.61822,29.708025,29.804794,29.90924,30.022207,30.144768,30.278275,30.424475,30.585718,30.765228,30.967752,31.200724,31.47709,31.823753,32.321568,,,,,,,,,
77,,,,,,,,,,34.741333,33.619705,33.167114,32.832478,32.559895,32.327595,32.124355,31.943466,31.780579,31.632624,31.497374,31.37314,31.258608,31.15275,31.054712,30.9638,30.879433,30.801117,30.72845,30.661072,30.598675,30.540993,30.487793,30.43888,30.394075,30.353226,30.316195,30.282862,30.253132,30.226912,30.204126,30.18471,30.168608,30.15578,30.146189,30.139809,30.136621,30.136621,30.139809,30.146189,30.15578,30.168608,30.18471,30.204126,30.226912,30.253132,30.282862,30.316195,30.353226,30.394075,30.43888,30.487793,30.540993,30.598675,30.661072,30.72845,30.801117,30.879433,30.9638,31.054712,31.15275,31.258608,31.37314,31.497374,31.632624,31.780579,31.943466,32.124355,32.327595,32.559895,32.832478,33.167114,33.619705,34.741333,,,,,,,,,
78,,,,,,,,,,,35.693184,34.980522,34.55206,34.223686,33.952232,33.719074,33.514114,33.33119,33.166145,33.01607,32.878803,32.75269,32.636467,32.52909,32.42973,32.337685,32.25238,32.173336,32.100132,32.03241,31.969868,31.912231,31.859282,31.810808,31.766642,31.726624,31.690619,31.658518,31.630217,31.60563,31.584686,31.56732,31.553486,31.543144,31.536266,31.532831,31.532831,31.536266,31.543144,31.553486,31.56732,31.584686,31.60563,31.630217,31.658518,31.690619,31.726624,31.766642,31.810808,31.859282,31.912231,31.969868,32.03241,32.100132,32.173336,32.25238,32.337685,32.42973,32.52909,32.636467,32.75269,32.878803,33.01607,33.166145,33.33119,33.514114,33.719074,33.952232,34.223686,34.55206,34.980522,35.693184,,,,,,,,,,
79,,,,,,,,,,,,37.024364,36.39626,35.979996,35.653603,35.381023,35.145576,34.93796,34.752285,34.58457,34.43198,34.292385,34.16419,34.0461,33.937096,33.836334,33.743122,33.65689,33.57714,33.503456,33.435482,33.3729,33.315453,33.262905,33.215057,33.17173,33.132767,33.098045,33.067448,33.04087,33.01824,32.99948,32.98454,32.973373,32.965942,32.962234,32.962234,32.965942,32.973373,32.98454,32.99948,33.01824,33.04087,33.067448,33.098045,33.132767,33.17173,33.215057,33.262905,33.315453,33.3729,33.435482,33.503456,33.57714,33.65689,33.743122,33.836334,33.937096,34.0461,34.16419,34.292385,34.43198,34.58457,34.752285,34.93796,35.145576,35.381023,35.653603,35.979996,36.39626,37.024364,,,,,,,,,,,
80,,,,,,,,,,,,,38.45801,37.86627,37.45406,37.126057,36.850235,36.61115,36.399864,36.210697,36.039745,35.88419,35.741955,35.611404,35.49126,35.380486,35.278233,35.18382,35.096645,35.01622,34.942116,34.87397,34.811478,34.754368,34.7024,34.655376,34.613117,34.575474,34.542316,34.513535,34.48903,34.46872,34.45255,34.440464,34.43243,34.428417,34.428417,34.43243,34.440464,34.45255,34.46872,34.48903,34.513535,34.542316,34.575474,34.613117,34.655376,34.7024,34.754368,34.811478,34.87397,34.942116,35.01622,35.096645,35.18382,35.278233,35.380486,35.49126,35.611404,35.741955,35.88419,36.039745,36.210697,36.399864,36.61115,36.850235,37.126057,37.45406,37.86627,38.45801,,,,,,,,,,,,
81,,,,,,,,,,,,,,39.972744,39.393574,38.97887,38.645885,38.36476,38.12055,37.90452,37.711033,37.53619,37.377197,37.23192,37.09871,36.976276,36.86356,36.759716,36.66403,36.575897,36.49482,36.420353,36.352146,36.289875,36.233265,36.18208,36.13611,36.09519,36.059162,36.0279,36.001297,35.979256,35.96171,35.9486,35.939884,35.935535,35.935535,35.939884,35.9486,35.96171,35.979256,36.001297,36.0279,36.059162,36.09519,36.13611,36.18208,36.233265,36.289875,36.352146,36.420353,36.49482,36.575897,36.66403,36.759716,36.86356,36.976276,37.09871,37.23192,37.377197,37.53619,37.711033,37.90452,38.12055,38.36476,38.645885,38.97887,39.393574,39.972744,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,41.567146,40.983875,40.560524,40.219162,39.930435,39.679466,39.457462,39.2587,39.07925,38.916214,38.76742,38.63119,38.50618,38.391335,38.285755,38.188713,38.099594,38.01787,37.943123,37.874958,37.813053,37.757133,37.706955,37.66232,37.623043,37.58898,37.560005,37.53601,37.516914,37.502647,37.493164,37.48843,37.48843,37.493164,37.502647,37.516914,37.53601,37.560005,37.58898,37.623043,37.66232,37.706955,37.757133,37.813053,37.874958,37.943123,38.01787,38.099594,38.188713,38.285755,38.391335,38.50618,38.63119,38.76742,38.916214,39.07925,39.2587,39.457462,39.679466,39.930435,40.219162,40.560524,40.983875,41.567146,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,43.248264,42.64551,42.20703,41.85339,41.554432,41.294792,41.06535,40.86021,40.67524,40.507446,40.354576,40.214867,40.086952,39.969707,39.862213,39.763706,39.673546,39.59121,39.516235,39.448235,39.386875,39.331863,39.28297,39.23998,39.20272,39.17104,39.144814,39.12395,39.10837,39.098015,39.092846,39.092846,39.098015,39.10837,39.12395,39.144814,39.17104,39.20272,39.23998,39.28297,39.331863,39.386875,39.448235,39.516235,39.59121,39.673546,39.763706,39.862213,39.969707,40.086952,40.214867,40.354576,40.507446,40.67524,40.86021,41.06535,41.294792,41.554432,41.85339,42.20703,42.64551,43.248264,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,45.03028,44.390247,43.928703,43.558052,43.245647,42.974968,42.73633,42.52339,42.331795,42.158363,42.000694,41.856968,41.72571,41.605743,41.4961,41.39598,41.30473,41.22178,41.146656,41.078957,41.018333,40.964504,40.917217,40.87626,40.841457,40.812664,40.78977,40.77267,40.76131,40.755642,40.755642,40.76131,40.77267,40.78977,40.812664,40.841457,40.87626,40.917217,40.964504,41.018333,41.078957,41.146656,41.22178,41.30473,41.39598,41.4961,41.605743,41.72571,41.856968,42.000694,42.158363,42.331795,42.52339,42.73633,42.974968,43.245647,43.558052,43.928703,44.390247,45.03028,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,46.937576,46.234432,45.739197,45.345333,45.015285,44.730583,44.480434,44.25792,44.05828,43.878067,43.71473,43.566265,43.43111,43.308,43.195904,43.09399,43.001545,42.917976,42.84279,42.77555,42.715923,42.66359,42.618305,42.579853,42.548058,42.522785,42.503925,42.491394,42.48514,42.48514,42.491394,42.503925,42.522785,42.548058,42.579853,42.618305,42.66359,42.715923,42.77555,42.84279,42.917976,43.001545,43.09399,43.195904,43.308,43.43111,43.566265,43.71473,43.878067,44.05828,44.25792,44.480434,44.730583,45.015285,45.345333,45.739197,46.234432,46.937576,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,49.01451,48.202095,47.65722,47.231335,46.87796,46.575138,46.31043,46.075977,45.86643,45.677986,45.50779,45.353657,45.213875,45.087063,44.972134,44.868164,44.774395,44.690193,44.615025,44.54846,44.490112,44.43968,44.39689,44.361538,44.333454,44.312504,44.29859,44.29165,44.29165,44.29859,44.312504,44.333454,44.361538,44.39689,44.43968,44.490112,44.54846,44.615025,44.690193,44.774395,44.868164,44.972134,45.087063,45.213875,45.353657,45.50779,45.677986,45.86643,46.075977,46.31043,46.575138,46.87796,47.231335,47.65722,48.202095,49.01451,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,51.367718,50.33135,49.709606,49.238262,48.853165,48.526432,48.242912,47.993267,47.77131,47.572624,47.393986,47.232933,47.08754,46.95631,46.838005,46.73162,46.636337,46.55146,46.476433,46.410774,46.354095,46.306065,46.266415,46.23494,46.211475,46.195896,46.188126,46.188126,46.195896,46.211475,46.23494,46.266415,46.306065,46.354095,46.410774,46.476433,46.55146,46.636337,46.73162,46.838005,46.95631,47.08754,47.232933,47.393986,47.572624,47.77131,47.993267,48.242912,48.526432,48.853165,49.238262,49.709606,50.33135,51.367718,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,52.69254,51.93824,51.3983,50.96824,50.60885,50.30025,50.030777,49.792805,49.581074,49.39178,49.222054,49.06972,48.933033,48.810604,48.701313,48.604237,48.518627,48.443867,48.379433,48.324913,48.279957,48.244305,48.217743,48.200115,48.191326,48.191326,48.200115,48.217743,48.244305,48.279957,48.324913,48.379433,48.443867,48.518627,48.604237,48.701313,48.810604,48.933033,49.06972,49.222054,49.39178,49.581074,49.792805,50.030777,50.30025,50.60885,50.96824,51.3983,51.93824,52.69254,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,55.470905,54.41733,53.762253,53.263912,52.857483,52.51404,52.21759,51.958225,51.7293,51.526108,51.345215,51.183975,51.040348,50.91272,50.79979,50.700527,50.614075,50.539734,50.476944,50.42525,50.384304,50.353825,50.333614,50.32354,50.32354,50.333614,50.353825,50.384304,50.42525,50.476944,50.539734,50.614075,50.700527,50.79979,50.91272,51.040348,51.183975,51.345215,51.526108,51.7293,51.958225,52.21759,52.51404,52.857483,53.263912,53.762253,54.41733,55.470905,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,57.320305,56.422066,55.806778,55.32682,54.931545,54.596317,54.306923,54.054268,53.832207,53.636265,53.463154,53.31035,53.175884,53.058235,52.95615,52.86865,52.794933,52.73437,52.686478,52.65087,52.62728,52.61553,52.61553,52.62728,52.65087,52.686478,52.73437,52.794933,52.86865,52.95615,53.058235,53.175884,53.31035,53.463154,53.636265,53.832207,54.054268,54.306923,54.596317,54.931545,55.32682,55.806778,56.422066,57.320305,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,59.599327,58.72494,58.111412,57.630405,57.234455,56.899685,56.612152,56.36281,56.14545,55.955624,55.790005,55.646095,55.52194,55.416004,55.3271,55.254276,55.196823,55.154186,55.125973,55.111927,55.111927,55.125973,55.154186,55.196823,55.254276,55.3271,55.416004,55.52194,55.646095,55.790005,55.955624,56.14545,56.36281,56.612152,56.899685,57.234455,57.630405,58.111412,58.72494,59.599327,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.37235,61.413742,60.75866,60.25244,59.840595,59.496216,59.20375,58.953266,58.737988,58.553127,58.39513,58.26133,58.149708,58.058712,57.987183,57.934246,57.89928,57.881897,57.881897,57.89928,57.934246,57.987183,58.058712,58.149708,58.26133,58.39513,58.553127,58.737988,58.953266,59.20375,59.496216,59.840595,60.25244,60.75866,61.413742,62.37235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03198,64.7035,63.918568,63.341618,62.886223,62.514313,62.205135,61.946056,61.728664,61.54717,61.397408,61.276356,61.181816,61.11218,61.066338,61.043583,61.043583,61.066338,61.11218,61.181816,61.276356,61.397408,61.54717,61.728664,61.946056,62.205135,62.514313,62.886223,63.341618,63.918568,64.7035,66.03198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.39668,68.043976,67.247185,66.67092,66.22545,65.87087,65.585526,65.356255,65.174515,65.0346,64.93259,64.8659,64.83293,64.83293,64.8659,64.93259,65.0346,65.174515,65.356255,65.585526,65.87087,66.22545,66.67092,67.247185,68.043976,69.39668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.64963,72.26156,71.48149,70.94601,70.558464,70.276855,70.07915,69.952934,69.89137,69.89137,69.952934,70.07915,70.276855,70.558464,70.94601,71.48149,72.26156,73.64963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
