,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
36,,,,,-19.98001,-19.57814,-19.338617,-19.154564,-19.001787,-18.869959,-18.75351,-18.649021,-18.55424,-18.46755,-18.38777,-18.313995,-18.245514,-18.181774,-18.122305,-18.066727,-18.01472,-17.966011,-17.920374,-17.877605,-17.837534,-17.800009,-17.764894,-17.73208,-17.701458,-17.67294,-17.64644,-17.621891,-17.599226,-17.57839,-17.55933,-17.542002,-17.526365,-17.512386,-17.500032,-17.489279,-17.480103,-17.472485,-17.466408,-17.46186,-17.458836,-17.457323,-17.457323,-17.458836,-17.46186,-17.466408,-17.472485,-17.480103,-17.489279,-17.500032,-17.512386,-17.526365,-17.542002,-17.55933,-17.57839,-17.599226,-17.621891,-17.64644,-17.67294,-17.701458,-17.73208,-17.764894,-17.800009,-17.837534,-17.877605,-17.920374,-17.966011,-18.01472,-18.066727,-18.122305,-18.181774,-18.245514,-18.313995,-18.38777,-18.46755,-18.55424,-18.649021,-18.75351,-18.869959,-19.001787,-19.154564,-19.338617,-19.57814,-19.98001,,,,
37,,,,,-18.471106,-18.179218,-17.978645,-17.818972,-17.68419,-17.566734,-17.462303,-17.36816,-17.282465,-17.203875,-17.131392,-17.064245,-17.001827,-16.943655,-16.889324,-16.838503,-16.790907,-16.746298,-16.704475,-16.665262,-16.628504,-16.594065,-16.561827,-16.531689,-16.503555,-16.477346,-16.452988,-16.430414,-16.40957,-16.390406,-16.372871,-16.356926,-16.342537,-16.32967,-16.3183,-16.308401,-16.299953,-16.292938,-16.287344,-16.283157,-16.28037,-16.278978,-16.278978,-16.28037,-16.283157,-16.287344,-16.292938,-16.299953,-16.308401,-16.3183,-16.32967,-16.342537,-16.356926,-16.372871,-16.390406,-16.40957,-16.430414,-16.452988,-16.477346,-16.503555,-16.531689,-16.561827,-16.594065,-16.628504,-16.665262,-16.704475,-16.746298,-16.790907,-16.838503,-16.889324,-16.943655,-17.001827,-17.064245,-17.131392,-17.203875,-17.282465,-17.36816,-17.462303,-17.566734,-17.68419,-17.818972,-17.978645,-18.179218,-18.471106,,,,
38,,,,,-17.04997,-16.817745,-16.646671,-16.507118,-16.387817,-16.283031,-16.189367,-16.104605,-16.02722,-15.956085,-15.890357,-15.829376,-15.772615,-15.719659,-15.670153,-15.623805,-15.580371,-15.539635,-15.501425,-15.465579,-15.431963,-15.400455,-15.370951,-15.343359,-15.317596,-15.29359,-15.271273,-15.2505865,-15.231482,-15.213912,-15.197835,-15.183214,-15.170016,-15.1582155,-15.147785,-15.138704,-15.130954,-15.124517,-15.119384,-15.115543,-15.112987,-15.111709,-15.111709,-15.112987,-15.115543,-15.119384,-15.124517,-15.130954,-15.138704,-15.147785,-15.1582155,-15.170016,-15.183214,-15.197835,-15.213912,-15.231482,-15.2505865,-15.271273,-15.29359,-15.317596,-15.343359,-15.370951,-15.400455,-15.431963,-15.465579,-15.501425,-15.539635,-15.580371,-15.623805,-15.670153,-15.719659,-15.772615,-15.829376,-15.890357,-15.956085,-16.02722,-16.104605,-16.189367,-16.283031,-16.387817,-16.507118,-16.646671,-16.817745,-17.04997,,,,
39,,,,-16.000248,-15.677505,-15.485646,-15.338177,-15.215721,-15.109995,-15.016544,-14.932642,-14.856465,-14.786746,-14.722531,-14.663101,-14.607889,-14.556441,-14.508395,-14.463443,-14.421329,-14.381836,-14.344777,-14.3099985,-14.277358,-14.246736,-14.218025,-14.19113,-14.165972,-14.142475,-14.120574,-14.100211,-14.081332,-14.063894,-14.047854,-14.033175,-14.019824,-14.0077715,-13.996993,-13.987466,-13.979171,-13.97209,-13.966209,-13.961519,-13.95801,-13.955674,-13.954507,-13.954507,-13.955674,-13.95801,-13.961519,-13.966209,-13.97209,-13.979171,-13.987466,-13.996993,-14.0077715,-14.019824,-14.033175,-14.047854,-14.063894,-14.081332,-14.100211,-14.120574,-14.142475,-14.165972,-14.19113,-14.218025,-14.246736,-14.277358,-14.3099985,-14.344777,-14.381836,-14.421329,-14.463443,-14.508395,-14.556441,-14.607889,-14.663101,-14.722531,-14.786746,-14.856465,-14.932642,-15.016544,-15.109995,-15.215721,-15.338177,-15.485646,-15.677505,-16.000248,,,
40,,,,-14.579849,-14.339098,-14.177494,-14.049658,-13.942069,-13.848445,-13.765262,-13.690302,-13.622058,-13.559465,-13.501716,-13.4481945,-13.398415,-13.351983,-13.308585,-13.267952,-13.229861,-13.194121,-13.160568,-13.129065,-13.099487,-13.071729,-13.045695,-13.0213,-12.998476,-12.977154,-12.957275,-12.93879,-12.921649,-12.905813,-12.891245,-12.877912,-12.865783,-12.854832,-12.845038,-12.836382,-12.828843,-12.822408,-12.817064,-12.812801,-12.809611,-12.8074875,-12.806427,-12.806427,-12.8074875,-12.809611,-12.812801,-12.817064,-12.822408,-12.828843,-12.836382,-12.845038,-12.854832,-12.865783,-12.877912,-12.891245,-12.905813,-12.921649,-12.93879,-12.957275,-12.977154,-12.998476,-13.0213,-13.045695,-13.071729,-13.099487,-13.129065,-13.160568,-13.194121,-13.229861,-13.267952,-13.308585,-13.351983,-13.398415,-13.4481945,-13.501716,-13.559465,-13.622058,-13.690302,-13.765262,-13.848445,-13.942069,-14.049658,-14.177494,-14.339098,-14.579849,,,
41,,,,-13.218837,-13.026771,-12.889293,-12.778274,-12.683857,-12.601172,-12.527394,-12.460704,-12.399848,-12.343928,-12.292261,-12.244318,-12.199682,-12.158012,-12.119037,-12.082521,-12.048271,-12.01612,-11.985922,-11.957559,-11.930921,-11.905912,-11.882451,-11.860462,-11.839883,-11.820655,-11.802727,-11.78605,-11.770585,-11.756295,-11.743148,-11.731113,-11.720165,-11.710279,-11.701438,-11.693622,-11.686815,-11.681005,-11.676179,-11.672329,-11.669448,-11.667531,-11.666573,-11.666573,-11.667531,-11.669448,-11.672329,-11.676179,-11.681005,-11.686815,-11.693622,-11.701438,-11.710279,-11.720165,-11.731113,-11.743148,-11.756295,-11.770585,-11.78605,-11.802727,-11.820655,-11.839883,-11.860462,-11.882451,-11.905912,-11.930921,-11.957559,-11.985922,-12.01612,-12.048271,-12.082521,-12.119037,-12.158012,-12.199682,-12.244318,-12.292261,-12.343928,-12.399848,-12.460704,-12.527394,-12.601172,-12.683857,-12.778274,-12.889293,-13.026771,-13.218837,,,
42,,,-12.252765,-11.892805,-11.735317,-11.61792,-11.521644,-11.439087,-11.366414,-11.301338,-11.242362,-11.188437,-11.13881,-11.092899,-11.050253,-11.010514,-10.973388,-10.938641,-10.906069,-10.875502,-10.846796,-10.819824,-10.794482,-10.770675,-10.748318,-10.727339,-10.707671,-10.689262,-10.672058,-10.6560135,-10.6410885,-10.627245,-10.614452,-10.602681,-10.591905,-10.5821,-10.573247,-10.565329,-10.558327,-10.55223,-10.547025,-10.542702,-10.539253,-10.536673,-10.534954,-10.534096,-10.534096,-10.534954,-10.536673,-10.539253,-10.542702,-10.547025,-10.55223,-10.558327,-10.565329,-10.573247,-10.5821,-10.591905,-10.602681,-10.614452,-10.627245,-10.6410885,-10.6560135,-10.672058,-10.689262,-10.707671,-10.727339,-10.748318,-10.770675,-10.794482,-10.819824,-10.846796,-10.875502,-10.906069,-10.938641,-10.973388,-11.010514,-11.050253,-11.092899,-11.13881,-11.188437,-11.242362,-11.301338,-11.366414,-11.439087,-11.521644,-11.61792,-11.735317,-11.892805,-12.252765,,
43,,,-10.81535,-10.5916,-10.460959,-10.36082,-10.27772,-10.205991,-10.142581,-10.085631,-10.033908,-9.986535,-9.94288,-9.90245,-9.864861,-9.829807,-9.797039,-9.766353,-9.737573,-9.710554,-9.685171,-9.661313,-9.63889,-9.617819,-9.598027,-9.579452,-9.562035,-9.545728,-9.530487,-9.516271,-9.503044,-9.490775,-9.479437,-9.469002,-9.459449,-9.450756,-9.442906,-9.435885,-9.429677,-9.42427,-9.419654,-9.41582,-9.412762,-9.410473,-9.408949,-9.408188,-9.408188,-9.408949,-9.410473,-9.412762,-9.41582,-9.419654,-9.42427,-9.429677,-9.435885,-9.442906,-9.450756,-9.459449,-9.469002,-9.479437,-9.490775,-9.503044,-9.516271,-9.530487,-9.545728,-9.562035,-9.579452,-9.598027,-9.617819,-9.63889,-9.661313,-9.685171,-9.710554,-9.737573,-9.766353,-9.797039,-9.829807,-9.864861,-9.90245,-9.94288,-9.986535,-10.033908,-10.085631,-10.142581,-10.205991,-10.27772,-10.36082,-10.460959,-10.5916,-10.81535,,
44,,,-9.478394,-9.309346,-9.200758,-9.115829,-9.044703,-8.982981,-8.928227,-8.878932,-8.834079,-8.79294,-8.754987,-8.719804,-8.68707,-8.656524,-8.627953,-8.601185,-8.57607,-8.552483,-8.530316,-8.509476,-8.489884,-8.471469,-8.454168,-8.437928,-8.422697,-8.408437,-8.395105,-8.3826685,-8.371098,-8.360362,-8.35044,-8.341308,-8.332947,-8.325338,-8.318468,-8.312321,-8.306887,-8.302153,-8.298112,-8.294755,-8.292077,-8.290073,-8.288739,-8.288073,-8.288073,-8.288739,-8.290073,-8.292077,-8.294755,-8.298112,-8.302153,-8.306887,-8.312321,-8.318468,-8.325338,-8.332947,-8.341308,-8.35044,-8.360362,-8.371098,-8.3826685,-8.395105,-8.408437,-8.422697,-8.437928,-8.454168,-8.471469,-8.489884,-8.509476,-8.530316,-8.552483,-8.57607,-8.601185,-8.627953,-8.656524,-8.68707,-8.719804,-8.754987,-8.79294,-8.834079,-8.878932,-8.928227,-8.982981,-9.044703,-9.115829,-9.200758,-9.309346,-9.478394,,
45,,,-8.174278,-8.042027,-7.9522967,-7.881062,-7.820972,-7.7686048,-7.722018,-7.67999,-7.6416903,-7.606521,-7.5740447,-7.5439157,-7.5158653,-7.489676,-7.465168,-7.4421973,-7.4206376,-7.400383,-7.3813434,-7.363438,-7.346602,-7.3307743,-7.3159018,-7.301938,-7.2888412,-7.276576,-7.2651095,-7.2544117,-7.2444563,-7.23522,-7.226682,-7.2188244,-7.211629,-7.205081,-7.1991673,-7.193877,-7.189199,-7.1851244,-7.181646,-7.178756,-7.176451,-7.174726,-7.173578,-7.173004,-7.173004,-7.173578,-7.174726,-7.176451,-7.178756,-7.181646,-7.1851244,-7.189199,-7.193877,-7.1991673,-7.205081,-7.211629,-7.2188244,-7.226682,-7.23522,-7.2444563,-7.2544117,-7.2651095,-7.276576,-7.2888412,-7.301938,-7.3159018,-7.3307743,-7.346602,-7.363438,-7.3813434,-7.400383,-7.4206376,-7.4421973,-7.465168,-7.489676,-7.5158653,-7.5439157,-7.5740447,-7.606521,-7.6416903,-7.67999,-7.722018,-7.7686048,-7.820972,-7.881062,-7.9522967,-8.042027,-8.174278,,
46,,,-6.8905983,-6.786619,-6.7135243,-6.654841,-6.605059,-6.561527,-6.522711,-6.4876347,-6.455631,-6.4262137,-6.399028,-6.3737907,-6.3502817,-6.328323,-6.3077655,-6.2884912,-6.2703958,-6.2533913,-6.2374024,-6.2223635,-6.20822,-6.1949215,-6.1824236,-6.1706877,-6.1596794,-6.149369,-6.1397285,-6.1307335,-6.1223626,-6.114595,-6.107415,-6.100806,-6.094754,-6.0892467,-6.0842724,-6.079822,-6.0758867,-6.072459,-6.069533,-6.067102,-6.0651627,-6.063711,-6.062745,-6.062262,-6.062262,-6.062745,-6.063711,-6.0651627,-6.067102,-6.069533,-6.072459,-6.0758867,-6.079822,-6.0842724,-6.0892467,-6.094754,-6.100806,-6.107415,-6.114595,-6.1223626,-6.1307335,-6.1397285,-6.149369,-6.1596794,-6.1706877,-6.1824236,-6.1949215,-6.20822,-6.2223635,-6.2374024,-6.2533913,-6.2703958,-6.2884912,-6.3077655,-6.328323,-6.3502817,-6.3737907,-6.399028,-6.4262137,-6.455631,-6.4876347,-6.522711,-6.561527,-6.605059,-6.654841,-6.7135243,-6.786619,-6.8905983,,
47,,,-5.6212673,-5.540674,-5.4826317,-5.4356394,-5.3956003,-5.3604937,-5.329133,-5.3007565,-5.2748394,-5.2509985,-5.2289515,-5.2084746,-5.1893916,-5.17156,-5.154861,-5.1392,-5.124493,-5.11067,-5.0976706,-5.085441,-5.073938,-5.0631204,-5.0529532,-5.043405,-5.034447,-5.026057,-5.0182114,-5.0108905,-5.004077,-4.997754,-4.9919095,-4.9865294,-4.981602,-4.977118,-4.973068,-4.9694448,-4.9662404,-4.9634495,-4.9610667,-4.9590874,-4.957508,-4.956326,-4.955539,-4.9551463,-4.9551463,-4.955539,-4.956326,-4.957508,-4.9590874,-4.9610667,-4.9634495,-4.9662404,-4.9694448,-4.973068,-4.977118,-4.981602,-4.9865294,-4.9919095,-4.997754,-5.004077,-5.0108905,-5.0182114,-5.026057,-5.034447,-5.043405,-5.0529532,-5.0631204,-5.073938,-5.085441,-5.0976706,-5.11067,-5.124493,-5.1392,-5.154861,-5.17156,-5.1893916,-5.2084746,-5.2289515,-5.2509985,-5.2748394,-5.3007565,-5.329133,-5.3604937,-5.3956003,-5.4356394,-5.4826317,-5.540674,-5.6212673,,
48,,,-4.362361,-4.3021126,-4.2579913,-4.222047,-4.19132,-4.1643224,-4.140172,-4.1182976,-4.098303,-4.079899,-4.0628715,-4.0470495,-4.0323,-4.018513,-4.0055995,-3.9934857,-3.9821079,-3.9714117,-3.9613514,-3.9518857,-3.9429812,-3.9346066,-3.9267344,-3.919341,-3.9124045,-3.9059067,-3.8998303,-3.8941603,-3.8888826,-3.883985,-3.8794572,-3.8752894,-3.8714724,-3.8679986,-3.8648608,-3.8620534,-3.859571,-3.8574085,-3.855562,-3.8540285,-3.8528047,-3.851889,-3.8512793,-3.8509748,-3.8509748,-3.8512793,-3.851889,-3.8528047,-3.8540285,-3.855562,-3.8574085,-3.859571,-3.8620534,-3.8648608,-3.8679986,-3.8714724,-3.8752894,-3.8794572,-3.883985,-3.8888826,-3.8941603,-3.8998303,-3.9059067,-3.9124045,-3.919341,-3.9267344,-3.9346066,-3.9429812,-3.9518857,-3.9613514,-3.9714117,-3.9821079,-3.9934857,-4.0055995,-4.018513,-4.0323,-4.0470495,-4.0628715,-4.079899,-4.098303,-4.1182976,-4.140172,-4.1643224,-4.19132,-4.222047,-4.2579913,-4.3021126,-4.362361,,
49,,,-3.1109438,-3.0690944,-3.0380988,-3.0127366,-2.9910047,-2.971882,-2.9547584,-2.9392369,-2.925041,-2.9119687,-2.8998694,-2.8886237,-2.8781374,-2.8683336,-2.8591487,-2.8505316,-2.8424366,-2.8348258,-2.8276665,-2.82093,-2.8145921,-2.808631,-2.8030272,-2.7977636,-2.792825,-2.7881987,-2.7838721,-2.7798345,-2.7760766,-2.772589,-2.7693646,-2.7663963,-2.763678,-2.761204,-2.7589693,-2.7569697,-2.7552016,-2.7536614,-2.7523463,-2.7512538,-2.7503824,-2.74973,-2.749296,-2.749079,-2.749079,-2.749296,-2.74973,-2.7503824,-2.7512538,-2.7523463,-2.7536614,-2.7552016,-2.7569697,-2.7589693,-2.761204,-2.763678,-2.7663963,-2.7693646,-2.772589,-2.7760766,-2.7798345,-2.7838721,-2.7881987,-2.792825,-2.7977636,-2.8030272,-2.808631,-2.8145921,-2.82093,-2.8276665,-2.8348258,-2.8424366,-2.8505316,-2.8591487,-2.8683336,-2.8781374,-2.8886237,-2.8998694,-2.9119687,-2.925041,-2.9392369,-2.9547584,-2.971882,-2.9910047,-3.0127366,-3.0380988,-3.0690944,-3.1109438,,
50,,-1.9212923,-1.8646026,-1.8399372,-1.8215405,-1.806445,-1.7934905,-1.7820803,-1.7718561,-1.7625839,-1.7541003,-1.7462859,-1.7390516,-1.7323261,-1.7260538,-1.7201889,-1.7146937,-1.7095374,-1.7046931,-1.7001383,-1.6958534,-1.6918212,-1.6880274,-1.684459,-1.6811042,-1.6779531,-1.6749964,-1.6722265,-1.669636,-1.6672186,-1.6649684,-1.6628801,-1.6609493,-1.6591719,-1.6575441,-1.6560626,-1.6547244,-1.6535269,-1.6524681,-1.6515458,-1.6507581,-1.6501039,-1.649582,-1.6491914,-1.6489314,-1.6488014,-1.6488014,-1.6489314,-1.6491914,-1.649582,-1.6501039,-1.6507581,-1.6515458,-1.6524681,-1.6535269,-1.6547244,-1.6560626,-1.6575441,-1.6591719,-1.6609493,-1.6628801,-1.6649684,-1.6672186,-1.669636,-1.6722265,-1.6749964,-1.6779531,-1.6811042,-1.684459,-1.6880274,-1.6918212,-1.6958534,-1.7001383,-1.7046931,-1.7095374,-1.7146937,-1.7201889,-1.7260538,-1.7323261,-1.7390516,-1.7462859,-1.7541003,-1.7625839,-1.7718561,-1.7820803,-1.7934905,-1.806445,-1.8215405,-1.8399372,-1.8646026,-1.9212923,
51,,-0.6385679,-0.62121,-0.6130596,-0.60696006,-0.60194826,-0.59764403,-0.5938511,-0.5904513,-0.58736724,-0.5845451,-0.5819451,-0.5795378,-0.57729965,-0.5752121,-0.57326,-0.57143086,-0.5697144,-0.5681018,-0.5665855,-0.56515896,-0.5638165,-0.5625534,-0.56136525,-0.5602483,-0.5591991,-0.5582146,-0.5572923,-0.5564297,-0.5556247,-0.55487543,-0.55418,-0.5535371,-0.5529452,-0.55240315,-0.5519098,-0.55146414,-0.5510654,-0.55071276,-0.5504056,-0.55014336,-0.5499255,-0.5497517,-0.5496216,-0.549535,-0.5494917,-0.5494917,-0.549535,-0.5496216,-0.5497517,-0.5499255,-0.55014336,-0.5504056,-0.55071276,-0.5510654,-0.55146414,-0.5519098,-0.55240315,-0.5529452,-0.5535371,-0.55418,-0.55487543,-0.5556247,-0.5564297,-0.5572923,-0.5582146,-0.5591991,-0.5602483,-0.56136525,-0.5625534,-0.5638165,-0.56515896,-0.5665855,-0.5681018,-0.5697144,-0.57143086,-0.57326,-0.5752121,-0.57729965,-0.5795378,-0.5819451,-0.5845451,-0.58736724,-0.5904513,-0.5938511,-0.59764403,-0.60194826,-0.60696006,-0.6130596,-0.62121,-0.6385679,
52,,0.63857275,0.62121475,0.6130642,0.60696465,0.60195285,0.59764856,0.5938556,0.5904558,0.5873717,0.58454955,0.58194953,0.5795422,0.57730407,0.5752165,0.57326436,0.5714352,0.5697188,0.5681061,0.5665898,0.56516325,0.5638208,0.5625577,0.56136954,0.56025255,0.5592033,0.55821884,0.5572965,0.5564339,0.55562896,0.5548796,0.5541842,0.5535413,0.5529494,0.5524073,0.551914,0.5514683,0.55106956,0.55071694,0.5504098,0.55014753,0.5499297,0.5497559,0.54962575,0.54953915,0.5494959,0.5494959,0.54953915,0.54962575,0.5497559,0.5499297,0.55014753,0.5504098,0.55071694,0.55106956,0.5514683,0.551914,0.5524073,0.5529494,0.5535413,0.5541842,0.5548796,0.55562896,0.5564339,0.5572965,0.55821884,0.5592033,0.56025255,0.56136954,0.5625577,0.5638208,0.56516325,0.5665898,0.5681061,0.5697188,0.5714352,0.57326436,0.5752165,0.57730407,0.5795422,0.58194953,0.58454955,0.5873717,0.5904558,0.5938556,0.59764856,0.60195285,0.60696465,0.6130642,0.62121475,0.63857275,
53,,1.9212972,1.8646072,1.8399419,1.821545,1.8064495,1.7934949,1.7820847,1.7718605,1.7625881,1.7541047,1.7462903,1.7390559,1.7323304,1.7260581,1.7201931,1.7146978,1.7095416,1.7046974,1.7001425,1.6958576,1.6918254,1.6880317,1.6844631,1.6811084,1.6779573,1.6750005,1.6722307,1.6696402,1.6672227,1.6649724,1.6628841,1.6609534,1.659176,1.6575482,1.6560667,1.6547284,1.6535311,1.6524721,1.6515498,1.6507623,1.6501081,1.6495862,1.6491956,1.6489354,1.6488055,1.6488055,1.6489354,1.6491956,1.6495862,1.6501081,1.6507623,1.6515498,1.6524721,1.6535311,1.6547284,1.6560667,1.6575482,1.659176,1.6609534,1.6628841,1.6649724,1.6672227,1.6696402,1.6722307,1.6750005,1.6779573,1.6811084,1.6844631,1.6880317,1.6918254,1.6958576,1.7001425,1.7046974,1.7095416,1.7146978,1.7201931,1.7260581,1.7323304,1.7390559,1.7462903,1.7541047,1.7625881,1.7718605,1.7820847,1.7934949,1.8064495,1.821545,1.8399419,1.8646072,1.9212972,
54,,,3.1109483,3.069099,3.0381033,3.012741,2.9910092,2.9718866,2.954763,2.9392412,2.9250455,2.911973,2.8998737,2.888628,2.8781416,2.8683379,2.859153,2.8505359,2.8424408,2.83483,2.8276708,2.820934,2.8145964,2.808635,2.8030312,2.7977676,2.7928293,2.7882028,2.7838762,2.7798388,2.7760806,2.772593,2.7693686,2.7664006,2.7636821,2.761208,2.7589734,2.756974,2.7552056,2.7536654,2.7523506,2.7512581,2.7503865,2.7497342,2.7493,2.749083,2.749083,2.7493,2.7497342,2.7503865,2.7512581,2.7523506,2.7536654,2.7552056,2.756974,2.7589734,2.761208,2.7636821,2.7664006,2.7693686,2.772593,2.7760806,2.7798388,2.7838762,2.7882028,2.7928293,2.7977676,2.8030312,2.808635,2.8145964,2.820934,2.8276708,2.83483,2.8424408,2.8505359,2.859153,2.8683379,2.8781416,2.888628,2.8998737,2.911973,2.9250455,2.9392412,2.954763,2.9718866,2.9910092,3.012741,3.0381033,3.069099,3.1109483,,
55,,,4.3623657,4.3021173,4.257996,4.222051,4.191324,4.164327,4.140177,4.118302,4.0983076,4.0799036,4.0628757,4.0470543,4.0323043,4.018518,4.0056043,3.9934902,3.9821122,3.9714162,3.9613557,3.95189,3.9429858,3.934611,3.926739,3.9193454,3.9124088,3.9059112,3.8998346,3.8941646,3.888887,3.8839893,3.8794618,3.8752937,3.8714767,3.868003,3.864865,3.8620577,3.8595753,3.8574126,3.8555663,3.8540325,3.852809,3.8518932,3.8512836,3.850979,3.850979,3.8512836,3.8518932,3.852809,3.8540325,3.8555663,3.8574126,3.8595753,3.8620577,3.864865,3.868003,3.8714767,3.8752937,3.8794618,3.8839893,3.888887,3.8941646,3.8998346,3.9059112,3.9124088,3.9193454,3.926739,3.934611,3.9429858,3.95189,3.9613557,3.9714162,3.9821122,3.9934902,4.0056043,4.018518,4.0323043,4.0470543,4.0628757,4.0799036,4.0983076,4.118302,4.140177,4.164327,4.191324,4.222051,4.257996,4.3021173,4.3623657,,
56,,,5.621272,5.540679,5.4826365,5.435644,5.395605,5.360498,5.3291373,5.300761,5.2748437,5.2510033,5.228956,5.208479,5.189396,5.171564,5.1548653,5.1392045,5.1244974,5.1106744,5.097675,5.0854454,5.0739427,5.063125,5.0529575,5.0434093,5.0344515,5.0260615,5.0182157,5.010895,5.0040812,4.9977584,4.991914,4.9865336,4.9816065,4.9771223,4.9730725,4.969449,4.9662447,4.963454,4.961071,4.9590917,4.9575124,4.9563303,4.9555435,4.9551506,4.9551506,4.9555435,4.9563303,4.9575124,4.9590917,4.961071,4.963454,4.9662447,4.969449,4.9730725,4.9771223,4.9816065,4.9865336,4.991914,4.9977584,5.0040812,5.010895,5.0182157,5.0260615,5.0344515,5.0434093,5.0529575,5.063125,5.0739427,5.0854454,5.097675,5.1106744,5.1244974,5.1392045,5.1548653,5.171564,5.189396,5.208479,5.228956,5.2510033,5.2748437,5.300761,5.3291373,5.360498,5.395605,5.435644,5.4826365,5.540679,5.621272,,
57,,,6.8906026,6.7866235,6.7135286,6.654845,6.6050634,6.561531,6.5227146,6.487639,6.4556346,6.426218,6.399032,6.373795,6.350286,6.328327,6.30777,6.2884955,6.2703996,6.253395,6.2374063,6.222368,6.2082243,6.1949253,6.1824274,6.170692,6.159683,6.1493726,6.1397324,6.1307373,6.1223664,6.114599,6.107419,6.10081,6.094758,6.0892506,6.084276,6.079826,6.075891,6.072463,6.0695367,6.067106,6.0651665,6.063715,6.062749,6.0622663,6.0622663,6.062749,6.063715,6.0651665,6.067106,6.0695367,6.072463,6.075891,6.079826,6.084276,6.0892506,6.094758,6.10081,6.107419,6.114599,6.1223664,6.1307373,6.1397324,6.1493726,6.159683,6.170692,6.1824274,6.1949253,6.2082243,6.222368,6.2374063,6.253395,6.2703996,6.2884955,6.30777,6.328327,6.350286,6.373795,6.399032,6.426218,6.4556346,6.487639,6.5227146,6.561531,6.6050634,6.654845,6.7135286,6.7866235,6.8906026,,
58,,,8.174283,8.042032,7.952302,7.881067,7.820977,7.7686095,7.722023,7.679995,7.641695,7.6065264,7.5740495,7.5439205,7.51587,7.489681,7.465173,7.442202,7.4206424,7.400388,7.381348,7.363443,7.3466067,7.330779,7.3159065,7.301943,7.288846,7.276581,7.2651143,7.2544165,7.244461,7.2352247,7.226687,7.2188287,7.211633,7.2050858,7.199172,7.1938815,7.1892037,7.185129,7.1816506,7.178761,7.176456,7.174731,7.1735826,7.1730084,7.1730084,7.1735826,7.174731,7.176456,7.178761,7.1816506,7.185129,7.1892037,7.1938815,7.199172,7.2050858,7.211633,7.2188287,7.226687,7.2352247,7.244461,7.2544165,7.2651143,7.276581,7.288846,7.301943,7.3159065,7.330779,7.3466067,7.363443,7.381348,7.400388,7.4206424,7.442202,7.465173,7.489681,7.51587,7.5439205,7.5740495,7.6065264,7.641695,7.679995,7.722023,7.7686095,7.820977,7.881067,7.952302,8.042032,8.174283,,
59,,,9.478398,9.30935,9.200762,9.115833,9.044706,8.982985,8.928232,8.878937,8.834083,8.792944,8.754991,8.719809,8.687074,8.656528,8.627957,8.601189,8.576074,8.552487,8.53032,8.5094795,8.489888,8.471473,8.454172,8.437932,8.422702,8.408441,8.395109,8.382673,8.371101,8.360366,8.350444,8.341311,8.332951,8.325343,8.318472,8.3123255,8.3068905,8.302156,8.298116,8.294759,8.292081,8.290077,8.288743,8.288076,8.288076,8.288743,8.290077,8.292081,8.294759,8.298116,8.302156,8.3068905,8.3123255,8.318472,8.325343,8.332951,8.341311,8.350444,8.360366,8.371101,8.382673,8.395109,8.408441,8.422702,8.437932,8.454172,8.471473,8.489888,8.5094795,8.53032,8.552487,8.576074,8.601189,8.627957,8.656528,8.687074,8.719809,8.754991,8.792944,8.834083,8.878937,8.928232,8.982985,9.044706,9.115833,9.200762,9.30935,9.478398,,
60,,,10.815355,10.591606,10.460965,10.360825,10.277725,10.205996,10.142586,10.085636,10.033913,9.98654,9.942884,9.902454,9.864865,9.829813,9.797044,9.766357,9.737578,9.710559,9.685176,9.661318,9.638895,9.617824,9.598032,9.579456,9.562039,9.5457325,9.530492,9.516275,9.503049,9.49078,9.479442,9.469007,9.459454,9.450761,9.442911,9.43589,9.429682,9.424274,9.419659,9.415825,9.412766,9.410477,9.408954,9.408193,9.408193,9.408954,9.410477,9.412766,9.415825,9.419659,9.424274,9.429682,9.43589,9.442911,9.450761,9.459454,9.469007,9.479442,9.49078,9.503049,9.516275,9.530492,9.5457325,9.562039,9.579456,9.598032,9.617824,9.638895,9.661318,9.685176,9.710559,9.737578,9.766357,9.797044,9.829813,9.864865,9.902454,9.942884,9.98654,10.033913,10.085636,10.142586,10.205996,10.277725,10.360825,10.460965,10.591606,10.815355,,
