,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
36,,,,,-121.813896,-114.31557,-109.73109,-106.117775,-103.039734,-100.312195,-97.83622,-95.55136,-93.41803,-91.40795,-89.500496,-87.67996,-85.933945,-84.2529,-82.62869,-81.054695,-79.525345,-78.03579,-76.58219,-75.1609,-73.76881,-72.4032,-71.06153,-69.74183,-68.442024,-67.16034,-65.89514,-64.644844,-63.40825,-62.183987,-60.970863,-59.767754,-58.573513,-57.38732,-56.208134,-55.03504,-53.86716,-52.70356,-51.543587,-50.38635,-49.231052,-48.076916,-46.923084,-45.768948,-44.61365,-43.456413,-42.29644,-41.13284,-39.96496,-38.791866,-37.61268,-36.426487,-35.232246,-34.029137,-32.816013,-31.591751,-30.355158,-29.104858,-27.839659,-26.557972,-25.258171,-23.93847,-22.596804,-21.231194,-19.839108,-18.41781,-16.964209,-15.474654,-13.945301,-12.3713045,-10.747098,-9.066055,-7.32004,-5.4995055,-3.5920477,-1.5819708,0.55136335,2.8362193,5.312195,8.039738,11.117773,14.731085,19.315567,26.813898,,,,
37,,,,,-118.52331,-112.648094,-108.50873,-105.12893,-102.20118,-99.5811,-97.1871,-94.96761,-92.88809,-90.923416,-89.05501,-87.268585,-85.552765,-83.898735,-82.298935,-80.74716,-79.2382,-77.76746,-76.33134,-74.92635,-73.54957,-72.19838,-70.870346,-69.5636,-68.27614,-67.006256,-65.75238,-64.512985,-63.286907,-62.072826,-60.869587,-59.676094,-58.491238,-57.314224,-56.144035,-54.979786,-53.82062,-52.665627,-51.51417,-50.365383,-49.218494,-48.072735,-46.927265,-45.781506,-44.634617,-43.48583,-42.334373,-41.17938,-40.020214,-38.855965,-37.685776,-36.508762,-35.323906,-34.130413,-32.927174,-31.713093,-30.487019,-29.247616,-27.993742,-26.72386,-25.436401,-24.129652,-22.801622,-21.45043,-20.073645,-18.668663,-17.232538,-15.761805,-14.252838,-12.701065,-11.101262,-9.447235,-7.7314153,-5.944995,-4.0765853,-2.1119087,-0.032387324,2.1871014,4.581098,7.2011814,10.128927,13.508726,17.648094,23.523306,,,,
38,,,,,-116.35049,-111.28918,-107.466965,-104.26919,-101.46375,-98.933395,-96.60902,-94.445724,-92.41289,-90.48788,-88.653786,-86.897484,-85.20843,-83.57843,-82.00039,-80.46849,-78.97779,-77.52396,-76.10355,-74.713264,-73.35029,-72.012115,-70.69642,-69.40139,-68.125114,-66.86594,-65.622345,-64.39284,-63.176327,-61.971504,-60.777252,-59.592514,-58.416203,-57.24755,-56.085564,-54.92938,-53.778164,-52.631016,-51.48733,-50.346256,-49.20703,-48.068916,-46.931084,-45.79297,-44.653744,-43.51267,-42.368984,-41.221836,-40.07062,-38.914436,-37.75245,-36.583797,-35.407486,-34.222748,-33.028496,-31.823675,-30.60716,-29.377657,-28.13406,-26.874882,-25.598608,-24.303583,-22.987886,-21.649714,-20.286734,-18.896446,-17.476042,-16.022207,-14.531509,-12.999609,-11.421571,-9.791572,-8.102516,-6.346216,-4.512121,-2.5871131,-0.55427706,1.6090178,3.9333918,6.463753,9.269187,12.466967,16.289173,21.35049,,,,
39,,,,-122.1685,-114.70393,-110.15483,-106.57064,-103.518295,-100.813866,-98.35912,-96.094246,-93.97947,-91.98725,-90.09697,-88.29306,-86.56337,-84.89803,-83.2894,-81.73076,-80.216606,-78.742256,-77.30357,-75.89728,-74.5202,-73.169655,-71.843216,-70.53864,-69.2542,-67.98804,-66.73854,-65.50425,-64.283714,-63.075863,-61.879436,-60.69334,-59.51655,-58.347996,-57.186935,-56.032402,-54.883545,-53.739548,-52.59954,-51.462925,-50.328857,-49.19661,-48.065445,-46.934555,-45.80339,-44.671143,-43.537075,-42.40046,-41.260452,-40.116455,-38.967598,-37.813065,-36.652004,-35.48345,-34.30666,-33.120564,-31.924139,-30.716288,-29.49575,-28.261457,-27.011961,-25.745794,-24.461355,-23.156786,-21.830347,-20.479794,-19.10272,-17.696428,-16.257746,-14.783397,-13.269245,-11.710605,-10.101965,-8.436633,-6.706938,-4.9030304,-3.0127478,-1.020531,1.0942485,3.3591206,5.8138647,8.518298,11.5706415,15.154829,19.703932,27.1685,,,
40,,,,-119.48215,-113.38713,-109.1946,-105.79522,-102.861115,-100.240944,-97.850334,-95.63652,-93.56372,-91.606895,-89.74702,-87.96966,-86.26345,-84.61912,-83.029434,-81.488045,-79.989716,-78.52996,-77.10483,-75.71117,-74.34594,-73.00654,-71.69064,-70.39608,-69.12117,-67.864105,-66.62334,-65.39743,-64.18498,-62.984955,-61.796112,-60.61739,-59.447777,-58.28624,-57.132053,-55.98426,-54.842037,-53.70458,-52.571033,-51.440815,-50.313103,-49.18717,-48.0623,-46.9377,-45.81283,-44.686897,-43.559185,-42.428967,-41.29542,-40.157963,-39.01574,-37.867947,-36.71376,-35.552223,-34.38261,-33.203888,-32.015045,-30.815016,-29.602568,-28.376663,-27.135895,-25.87883,-24.603918,-23.309355,-21.99346,-20.654058,-19.28883,-17.895174,-16.47004,-15.010285,-13.511952,-11.970567,-10.380884,-8.736552,-7.0303392,-5.25298,-3.3931077,-1.4362761,0.6365172,2.8503337,5.2409406,7.861115,10.795217,14.194602,18.38713,24.48215,,,
41,,,,-117.66332,-112.305046,-108.37542,-105.12284,-102.28602,-99.73661,-97.400604,-95.230675,-93.19424,-91.26821,-89.43494,-87.680885,-85.99535,-84.36956,-82.79665,-81.27057,-79.786285,-78.339516,-76.926445,-75.54406,-74.18941,-72.85997,-71.553505,-70.2679,-69.001526,-67.75262,-66.51968,-65.30131,-64.09612,-62.90312,-61.721092,-60.548996,-59.385845,-58.23062,-57.082615,-55.940895,-54.80464,-53.673073,-52.54535,-51.420895,-50.298904,-49.17866,-48.059467,-46.940533,-45.82134,-44.701096,-43.579105,-42.45465,-41.326927,-40.19536,-39.059105,-37.917385,-36.76938,-35.614155,-34.451004,-33.278908,-32.09688,-30.90388,-29.698696,-28.480322,-27.24738,-25.998476,-24.7321,-23.446491,-22.140028,-20.810593,-19.45594,-18.073555,-16.660484,-15.213715,-13.729432,-12.203345,-10.630437,-9.004648,-7.3191133,-5.565061,-3.7317865,-1.8057653,0.23067495,2.4006042,4.73661,7.28602,10.122839,13.375422,17.30505,22.663324,,,
42,,,-127.160446,-116.28559,-111.40305,-107.67432,-104.54013,-101.78394,-99.29417,-97.00469,-94.872475,-92.86746,-90.9682,-89.15812,-87.42446,-85.757065,-84.147575,-82.58945,-81.07686,-79.60499,-78.16971,-76.767334,-75.39494,-74.049675,-72.729095,-71.43102,-70.15338,-68.89461,-67.65298,-66.42701,-65.215355,-64.016655,-62.829926,-61.653988,-60.487812,-59.330437,-58.180855,-57.03838,-55.902084,-54.771175,-53.64488,-52.522358,-51.403065,-50.286194,-49.171047,-48.05693,-46.94307,-45.828953,-44.713806,-43.596935,-42.477642,-41.35512,-40.228825,-39.097916,-37.96162,-36.819145,-35.669563,-34.512188,-33.346012,-32.170074,-30.983345,-29.784645,-28.572987,-27.347023,-26.105392,-24.846615,-23.56898,-22.2709,-20.950321,-19.605059,-18.232668,-16.83029,-15.395009,-13.923142,-12.410556,-10.852426,-9.242938,-7.5755415,-5.8418784,-4.031798,-2.1325407,-0.12752683,2.0046952,4.294166,6.78394,9.540129,12.674316,16.403057,21.285593,32.16045,,
43,,,-122.79776,-115.19491,-110.646416,-107.07468,-104.036835,-101.347694,-98.90819,-96.65831,-94.55839,-92.58044,-90.70432,-88.91437,-87.19844,-85.54686,-83.951614,-82.40642,-80.90566,-79.444695,-78.01951,-76.62653,-75.26295,-73.92596,-72.61319,-71.32251,-70.05191,-68.79985,-67.56465,-66.34486,-65.139145,-63.946182,-62.76501,-61.594463,-60.433533,-59.281277,-58.1367,-56.999126,-55.867645,-54.741474,-53.619854,-52.501957,-51.38724,-50.274914,-49.164288,-48.05468,-46.94532,-45.835712,-44.725086,-43.61276,-42.498043,-41.380146,-40.258526,-39.132355,-38.000874,-36.8633,-35.718723,-34.566467,-33.405537,-32.23499,-31.053818,-29.860857,-28.655142,-27.43535,-26.200148,-24.948088,-23.677488,-22.386812,-21.074043,-19.737053,-18.373463,-16.980488,-15.555305,-14.094336,-12.593581,-11.048385,-9.453139,-7.801559,-6.0856338,-4.2956758,-2.4195602,-0.44160846,1.6583114,3.9081886,6.347693,9.036831,12.074673,15.646418,20.19491,27.797762,,
44,,,-120.85418,-114.31445,-110.01158,-106.564125,-103.604965,-100.97154,-98.57427,-96.357925,-94.28551,-92.3307,-90.47446,-88.70182,-87.0012,-85.36329,-83.78038,-82.2464,-80.75592,-79.30443,-77.88803,-76.50325,-75.14733,-73.81756,-72.51161,-71.227394,-69.96295,-68.71677,-67.48718,-66.2728,-65.07229,-63.884354,-62.70805,-61.54223,-60.3859,-59.23813,-58.097942,-56.96467,-55.837414,-54.7154,-53.59788,-52.484043,-51.373344,-50.26501,-49.15835,-48.0527,-46.9473,-45.84165,-44.73499,-43.626656,-42.515957,-41.40212,-40.2846,-39.162586,-38.03533,-36.902058,-35.76187,-34.6141,-33.45777,-32.29195,-31.115646,-29.927713,-28.727203,-27.512814,-26.283236,-25.037048,-23.772602,-22.48839,-21.18244,-19.852669,-18.496752,-17.111969,-15.695571,-14.244078,-12.7536,-11.21962,-9.63671,-7.9988036,-6.298183,-4.5255456,-2.6692934,-0.7144893,1.3579223,3.5742745,5.9715424,8.604966,11.564128,15.011583,19.314453,25.854176,,
45,,,-119.52535,-113.5995,-109.48188,-106.1333,-103.238266,-100.65089,-98.28884,-96.100624,-94.051414,-92.1162,-90.27682,-88.51892,-86.831345,-85.205124,-83.63276,-82.10839,-80.626724,-79.183365,-77.77451,-76.396774,-75.047455,-73.7239,-72.42382,-71.14519,-69.88604,-68.64492,-67.4202,-66.21047,-65.01446,-63.830868,-62.658768,-61.497032,-60.34468,-59.20079,-58.0644,-56.93485,-55.81125,-54.692837,-53.578865,-52.46854,-51.36132,-50.256435,-49.153217,-48.05099,-46.94901,-45.846783,-44.743565,-43.63868,-42.53146,-41.421135,-40.307163,-39.18875,-38.06515,-36.9356,-35.79921,-34.65532,-33.502968,-32.341232,-31.169134,-29.985542,-28.789526,-27.579802,-26.355078,-25.113956,-23.854816,-22.576176,-21.276098,-19.952541,-18.603226,-17.225487,-15.816637,-14.373276,-12.891609,-11.367238,-9.794879,-8.168653,-6.4810824,-4.7231855,-2.8837967,-0.9485858,1.1006273,3.2888415,5.650886,8.238267,11.133305,14.481882,18.599503,24.525356,,
46,,,-118.545364,-113.021614,-109.0452,-105.77502,-102.93179,-100.382034,-98.04899,-95.884056,-93.85412,-91.935234,-90.10993,-88.36437,-86.687744,-85.07133,-83.507835,-81.991554,-80.51731,-79.0808,-77.67832,-76.30653,-74.96279,-73.644485,-72.34938,-71.075455,-69.8208,-68.58397,-67.36336,-66.157585,-64.96538,-63.78547,-62.61694,-61.458668,-60.30969,-59.16909,-58.035923,-56.909527,-55.789032,-54.67367,-53.562717,-52.45537,-51.351105,-50.249157,-49.148853,-48.049538,-46.950462,-45.851147,-44.750843,-43.648895,-42.54463,-41.437283,-40.32633,-39.210968,-38.090473,-36.964077,-35.83091,-34.69031,-33.541332,-32.38306,-31.21453,-30.034622,-28.842415,-27.636642,-26.416029,-25.179197,-23.924547,-22.650621,-21.355513,-20.037209,-18.693468,-17.321674,-15.919195,-14.482691,-13.008448,-11.492162,-9.928675,-8.312256,-6.635628,-4.89007,-3.0647683,-1.1458851,0.8840555,3.0489855,5.382036,7.931796,10.775019,14.045194,18.021612,23.545366,,
47,,,-117.80827,-112.56171,-108.69257,-105.48375,-102.68167,-100.162056,-97.85237,-95.70629,-93.69199,-91.78641,-89.972595,-88.237114,-86.56944,-84.96106,-83.40485,-81.895195,-80.42705,-78.99618,-77.59894,-76.23203,-74.89289,-73.57891,-72.287895,-71.01785,-69.76691,-68.533615,-67.31639,-66.113884,-64.92482,-63.747948,-62.582363,-61.426956,-60.280766,-59.142887,-58.01238,-56.888596,-55.77066,-54.65783,-53.549366,-52.444485,-51.342663,-50.243137,-49.14525,-48.048336,-46.951664,-45.85475,-44.756863,-43.657337,-42.555515,-41.450634,-40.34217,-39.22934,-38.111404,-36.98762,-35.857113,-34.719234,-33.573044,-32.417637,-31.25205,-30.075182,-28.886118,-27.683607,-26.466387,-25.233093,-23.982145,-22.712107,-21.42109,-20.107111,-18.767963,-17.401064,-16.003822,-14.572952,-13.104806,-11.595158,-10.038943,-8.430558,-6.762884,-5.027407,-3.2135959,-1.3080034,0.7062883,2.8523726,5.162056,7.681675,10.48375,13.692571,17.561707,22.808273,,
48,,,-117.25984,-112.20663,-108.417404,-105.255295,-102.48489,-99.98865,-97.69716,-95.5658,-93.563774,-91.66861,-89.86384,-88.13629,-86.47568,-84.87363,-83.32316,-81.818756,-80.35543,-78.929016,-77.53592,-76.1729,-74.83739,-73.52683,-72.23907,-70.97211,-69.72409,-68.49361,-67.27908,-66.079155,-64.89259,-63.718136,-62.55489,-61.401752,-60.257774,-59.12206,-57.993668,-56.871956,-55.75606,-54.645237,-53.538754,-52.435833,-51.33595,-50.238354,-49.14238,-48.04738,-46.95262,-45.85762,-44.761646,-43.66405,-42.564167,-41.461246,-40.354763,-39.24394,-38.128044,-37.006332,-35.87794,-34.742226,-33.598248,-32.44511,-31.281866,-30.107409,-28.920843,-27.72092,-26.506392,-25.275906,-24.027895,-22.760937,-21.473164,-20.162615,-18.827105,-17.464079,-16.070982,-14.644571,-13.181246,-11.67684,-10.126369,-8.5243225,-6.863705,-5.136165,-3.3313885,-1.4362295,0.5658023,2.69716,4.988644,7.484897,10.255293,13.417402,17.20663,22.25984,,
49,,,-116.868965,-111.94728,-108.214874,-105.08651,-102.339195,-99.86005,-97.58193,-95.461426,-93.468445,-91.58099,-89.782906,-88.06124,-86.40586,-84.80852,-83.26231,-81.761795,-80.302055,-78.87896,-77.488945,-76.12881,-74.796,-73.48801,-72.202644,-70.93798,-69.69216,-68.46377,-67.25124,-66.05325,-64.868546,-63.69589,-62.53439,-61.382946,-60.240623,-59.106518,-57.979702,-56.85954,-55.745167,-54.635838,-53.530834,-52.429375,-51.33094,-50.23478,-49.14024,-48.04667,-46.95333,-45.85976,-44.76522,-43.66906,-42.570625,-41.469166,-40.364162,-39.254833,-38.14046,-37.020298,-35.893482,-34.759377,-33.617054,-32.46561,-31.30411,-30.131454,-28.946749,-27.748755,-26.536234,-25.30784,-24.062016,-22.797354,-21.511997,-20.204,-18.871197,-17.511053,-16.12104,-14.697946,-13.238202,-11.737692,-10.191485,-8.594142,-6.938756,-5.217096,-3.4190054,-1.5315584,0.4614251,2.581935,4.8600473,7.339192,10.086512,13.214874,16.94728,21.868963,,
50,,-127.46225,-116.617096,-111.77752,-108.08163,-104.975174,-102.24293,-99.775,-97.50568,-95.3923,-93.40528,-91.52293,-89.72925,-88.011475,-86.35955,-84.76532,-83.22193,-81.72401,-80.26663,-78.84573,-77.45776,-76.09953,-74.768524,-73.46222,-72.17847,-70.91533,-69.67095,-68.44395,-67.23276,-66.03605,-64.85258,-63.681114,-62.52077,-61.370457,-60.22923,-59.096195,-57.97043,-56.85129,-55.737926,-54.629593,-53.525574,-52.425083,-51.32761,-50.232407,-49.138817,-48.046192,-46.953808,-45.861183,-44.767593,-43.67239,-42.574917,-41.474426,-40.370407,-39.262074,-38.14871,-37.02957,-35.903805,-34.77077,-33.629543,-32.47923,-31.318886,-30.147425,-28.963955,-27.767242,-26.556051,-25.329044,-24.084673,-22.821533,-21.53778,-20.231476,-18.900467,-17.542236,-16.154266,-14.733367,-13.275997,-11.778067,-10.234683,-8.64045,-6.988524,-5.2707496,-3.4770746,-1.5947162,0.39230335,2.5056727,4.774999,7.24293,9.975177,13.081624,16.777523,21.617092,32.46225,
51,,-126.46545,-116.4936,-111.69355,-108.01552,-104.91986,-102.19506,-99.73267,-97.467705,-95.35788,-93.373825,-91.493996,-89.702515,-87.98667,-86.336464,-84.74378,-83.201805,-81.705154,-80.24897,-78.82916,-77.442215,-76.08493,-74.75482,-73.44936,-72.166405,-70.90402,-69.66038,-68.43407,-67.22353,-66.027466,-64.84461,-63.673744,-62.513977,-61.364223,-60.22354,-59.091045,-57.965797,-56.847176,-55.734318,-54.62648,-53.52295,-52.422943,-51.32595,-50.231224,-49.13811,-48.045956,-46.954044,-45.86189,-44.768776,-43.67405,-42.577057,-41.47705,-40.37352,-39.265682,-38.152824,-37.034203,-35.908955,-34.77646,-33.635777,-32.486023,-31.326256,-30.155392,-28.972538,-27.776463,-26.565937,-25.339622,-24.095976,-22.833595,-21.55064,-20.24518,-18.915066,-17.557787,-16.170835,-14.75103,-13.294842,-11.798196,-10.256217,-8.663533,-7.013329,-5.2974873,-3.5060077,-1.6261778,0.35788003,2.4677062,4.7326775,7.1950574,9.919859,13.015517,16.693554,21.493597,31.465448,
52,,-126.465454,-116.4936,-111.69355,-108.01552,-104.91986,-102.19506,-99.73267,-97.467705,-95.35788,-93.373825,-91.493996,-89.702515,-87.98667,-86.336464,-84.74378,-83.201805,-81.705154,-80.24897,-78.82916,-77.442215,-76.08493,-74.75482,-73.44936,-72.166405,-70.90402,-69.66038,-68.43407,-67.22353,-66.027466,-64.84461,-63.673744,-62.513977,-61.364223,-60.22354,-59.091045,-57.9658,-56.847176,-55.734318,-54.62648,-53.52295,-52.422943,-51.32595,-50.231224,-49.13811,-48.045956,-46.954044,-45.86189,-44.768776,-43.67405,-42.577057,-41.47705,-40.37352,-39.265682,-38.152824,-37.0342,-35.908955,-34.77646,-33.635777,-32.486023,-31.326256,-30.155392,-28.972538,-27.776463,-26.565937,-25.339622,-24.095976,-22.833595,-21.55064,-20.24518,-18.915066,-17.557787,-16.170835,-14.75103,-13.294842,-11.798196,-10.256217,-8.663533,-7.013329,-5.2974873,-3.5060074,-1.6261778,0.3578801,2.4677062,4.7326775,7.1950574,9.919859,13.015517,16.693554,21.493597,31.46545,
53,,-127.46226,-116.617096,-111.77753,-108.08163,-104.975174,-102.24293,-99.775,-97.50568,-95.3923,-93.40528,-91.52293,-89.72925,-88.011475,-86.35955,-84.76532,-83.22193,-81.72401,-80.26663,-78.84573,-77.45776,-76.09953,-74.768524,-73.46222,-72.17847,-70.91533,-69.67095,-68.44395,-67.23276,-66.03605,-64.85258,-63.681114,-62.52077,-61.370457,-60.22923,-59.096195,-57.97043,-56.85129,-55.737926,-54.629593,-53.525574,-52.425083,-51.32761,-50.232407,-49.138817,-48.046192,-46.953808,-45.861183,-44.767593,-43.67239,-42.574917,-41.474426,-40.370407,-39.262074,-38.14871,-37.02957,-35.903805,-34.77077,-33.629543,-32.47923,-31.318886,-30.147423,-28.963955,-27.767242,-26.556051,-25.329044,-24.084673,-22.821533,-21.537779,-20.231476,-18.900467,-17.542236,-16.154266,-14.733367,-13.275997,-11.778067,-10.234682,-8.64045,-6.988524,-5.2707496,-3.4770744,-1.5947161,0.39230356,2.505673,4.774999,7.2429304,9.975177,13.081625,16.777523,21.617094,32.462257,
54,,,-116.868965,-111.94728,-108.214874,-105.08651,-102.339195,-99.86005,-97.58193,-95.461426,-93.468445,-91.58099,-89.782906,-88.06124,-86.40586,-84.80852,-83.26231,-81.761795,-80.302055,-78.87896,-77.488945,-76.12881,-74.796,-73.48801,-72.202644,-70.93798,-69.69216,-68.46377,-67.25124,-66.05325,-64.868546,-63.69589,-62.53439,-61.382946,-60.240623,-59.106518,-57.979702,-56.85954,-55.745167,-54.635838,-53.530834,-52.429375,-51.33094,-50.23478,-49.14024,-48.04667,-46.95333,-45.85976,-44.76522,-43.66906,-42.570625,-41.469166,-40.364162,-39.254833,-38.14046,-37.020298,-35.893482,-34.759377,-33.617054,-32.46561,-31.30411,-30.131454,-28.946749,-27.748755,-26.536234,-25.307838,-24.062016,-22.797354,-21.511997,-20.204,-18.871197,-17.511053,-16.12104,-14.697945,-13.238202,-11.737692,-10.191485,-8.594142,-6.938756,-5.2170954,-3.4190052,-1.531558,0.46142542,2.5819352,4.860048,7.3391924,10.086512,13.214875,16.947283,21.868965,,
55,,,-117.25984,-112.206635,-108.417404,-105.255295,-102.4849,-99.98865,-97.69716,-95.5658,-93.563774,-91.66861,-89.86384,-88.13629,-86.47568,-84.87363,-83.32316,-81.818756,-80.35543,-78.929016,-77.53592,-76.1729,-74.83739,-73.52683,-72.23907,-70.97211,-69.72409,-68.49361,-67.27908,-66.079155,-64.89259,-63.718136,-62.55489,-61.401752,-60.257774,-59.12206,-57.993668,-56.871956,-55.75606,-54.645237,-53.538754,-52.435833,-51.33595,-50.238354,-49.14238,-48.04738,-46.95262,-45.85762,-44.761646,-43.66405,-42.564167,-41.461246,-40.354763,-39.24394,-38.128044,-37.006332,-35.87794,-34.742226,-33.598248,-32.44511,-31.281866,-30.107409,-28.920843,-27.72092,-26.506392,-25.275906,-24.027895,-22.760937,-21.473164,-20.162615,-18.827105,-17.464079,-16.070982,-14.644571,-13.181245,-11.67684,-10.126369,-8.5243225,-6.8637047,-5.1361647,-3.331388,-1.436229,0.56580275,2.6971605,4.9886446,7.4848976,10.255294,13.417403,17.206633,22.259842,,
56,,,-117.80827,-112.56171,-108.69257,-105.48375,-102.68168,-100.162056,-97.85237,-95.70629,-93.69199,-91.78641,-89.972595,-88.237114,-86.56944,-84.96106,-83.40485,-81.895195,-80.42705,-78.99618,-77.59894,-76.23203,-74.89289,-73.57891,-72.287895,-71.01785,-69.76691,-68.533615,-67.31639,-66.113884,-64.92482,-63.747948,-62.582363,-61.426956,-60.280766,-59.142887,-58.01238,-56.888596,-55.770664,-54.65783,-53.549366,-52.444485,-51.342663,-50.243137,-49.14525,-48.048336,-46.951664,-45.85475,-44.756863,-43.657337,-42.555515,-41.450634,-40.34217,-39.229336,-38.111404,-36.98762,-35.857113,-34.719234,-33.573044,-32.417637,-31.25205,-30.07518,-28.886118,-27.683607,-26.466387,-25.233093,-23.982145,-22.712107,-21.42109,-20.107111,-18.767963,-17.401064,-16.003822,-14.572952,-13.104806,-11.595157,-10.038943,-8.430558,-6.7628837,-5.0274067,-3.2135952,-1.3080028,0.7062889,2.8523734,5.162057,7.6816754,10.483751,13.692572,17.561708,22.808275,,
57,,,-118.54537,-113.021614,-109.0452,-105.77502,-102.93179,-100.382034,-98.04899,-95.884056,-93.85412,-91.935234,-90.10993,-88.36437,-86.687744,-85.07133,-83.507835,-81.991554,-80.51731,-79.0808,-77.67832,-76.30653,-74.96279,-73.644485,-72.34938,-71.075455,-69.8208,-68.58397,-67.36336,-66.157585,-64.96538,-63.78547,-62.61694,-61.458668,-60.30969,-59.16909,-58.035923,-56.909527,-55.789032,-54.67367,-53.562717,-52.45537,-51.351105,-50.249157,-49.148853,-48.049538,-46.950462,-45.851147,-44.750843,-43.648895,-42.54463,-41.437283,-40.32633,-39.210968,-38.090473,-36.964077,-35.83091,-34.69031,-33.541332,-32.38306,-31.21453,-30.034622,-28.842415,-27.636642,-26.416029,-25.179197,-23.924547,-22.650621,-21.35551,-20.037207,-18.693468,-17.321674,-15.919195,-14.48269,-13.008447,-11.492162,-9.928674,-8.312255,-6.6356277,-4.8900695,-3.0647678,-1.1458844,0.8840562,3.0489862,5.382037,7.931797,10.77502,14.045195,18.021614,23.545368,,
58,,,-119.52536,-113.5995,-109.48189,-106.13331,-103.238266,-100.65089,-98.28884,-96.10063,-94.051414,-92.1162,-90.27682,-88.51892,-86.831345,-85.205124,-83.63277,-82.10839,-80.626724,-79.183365,-77.77451,-76.396774,-75.047455,-73.7239,-72.42383,-71.14519,-69.88605,-68.64492,-67.4202,-66.21047,-65.01446,-63.830868,-62.658768,-61.497032,-60.34468,-59.20079,-58.0644,-56.93485,-55.81125,-54.692837,-53.578865,-52.46854,-51.36132,-50.256435,-49.153217,-48.05099,-46.94901,-45.846783,-44.743565,-43.63868,-42.53146,-41.421135,-40.307163,-39.18875,-38.06515,-36.9356,-35.79921,-34.65532,-33.502968,-32.341232,-31.169132,-29.985542,-28.789526,-27.579802,-26.355078,-25.113956,-23.854815,-22.576176,-21.276098,-19.952541,-18.603226,-17.225485,-15.816636,-14.373275,-12.891609,-11.367237,-9.794878,-8.168652,-6.481082,-4.723185,-2.883796,-0.9485849,1.1006283,3.2888424,5.6508875,8.238269,11.1333065,14.481884,18.599504,24.52536,,
59,,,-120.85418,-114.31445,-110.01158,-106.56413,-103.604965,-100.97154,-98.57427,-96.357925,-94.285515,-92.3307,-90.47446,-88.70182,-87.0012,-85.36329,-83.78038,-82.2464,-80.75592,-79.30443,-77.88803,-76.50325,-75.14733,-73.81756,-72.51161,-71.227394,-69.96295,-68.71677,-67.48718,-66.2728,-65.07229,-63.884354,-62.70805,-61.54223,-60.3859,-59.23813,-58.097942,-56.96467,-55.837414,-54.7154,-53.59788,-52.484043,-51.373344,-50.26501,-49.15835,-48.0527,-46.9473,-45.84165,-44.73499,-43.626656,-42.515957,-41.40212,-40.2846,-39.162586,-38.03533,-36.902058,-35.76187,-34.6141,-33.45777,-32.29195,-31.115646,-29.927713,-28.727203,-27.512814,-26.283236,-25.037048,-23.772602,-22.48839,-21.18244,-19.852669,-18.496752,-17.111969,-15.695571,-14.244077,-12.753599,-11.21962,-9.636709,-7.998803,-6.2981825,-4.525545,-2.6692927,-0.7144884,1.3579233,3.5742757,5.971544,8.604968,11.564129,15.011585,19.314457,25.854181,,
60,,,-122.797775,-115.194916,-110.64642,-107.07468,-104.036835,-101.347694,-98.90819,-96.65831,-94.558395,-92.580444,-90.70432,-88.91437,-87.19844,-85.54686,-83.951614,-82.40642,-80.90566,-79.444695,-78.019516,-76.62653,-75.26295,-73.92596,-72.61319,-71.32251,-70.05191,-68.79985,-67.56465,-66.34486,-65.139145,-63.946182,-62.76501,-61.594463,-60.433533,-59.281277,-58.1367,-56.999126,-55.867645,-54.741474,-53.619854,-52.501957,-51.38724,-50.274914,-49.164288,-48.05468,-46.94532,-45.835712,-44.725086,-43.61276,-42.498043,-41.380146,-40.258526,-39.132355,-38.000874,-36.8633,-35.718723,-34.566467,-33.405537,-32.23499,-31.053816,-29.860855,-28.655142,-27.43535,-26.200148,-24.948088,-23.677488,-22.386812,-21.074041,-19.737053,-18.373463,-16.980488,-15.555304,-14.094335,-12.59358,-11.048384,-9.453138,-7.8015585,-6.085633,-4.295675,-2.419559,-0.44160724,1.6583127,3.9081903,6.347695,9.036833,12.074676,15.6464205,20.194914,27.797771,,
61,,,-127.16049,-116.2856,-111.40306,-107.67432,-104.54013,-101.78394,-99.29417,-97.0047,-94.872475,-92.86746,-90.9682,-89.15812,-87.42446,-85.757065,-84.147575,-82.58945,-81.07686,-79.60499,-78.16971,-76.767334,-75.39494,-74.049675,-72.7291,-71.43102,-70.15338,-68.89461,-67.65298,-66.42701,-65.215355,-64.016655,-62.82993,-61.653988,-60.487812,-59.330437,-58.180855,-57.03838,-55.902084,-54.771175,-53.64488,-52.52236,-51.403065,-50.286194,-49.171047,-48.05693,-46.94307,-45.828953,-44.713806,-43.596935,-42.47764,-41.35512,-40.228825,-39.097916,-37.96162,-36.819145,-35.669563,-34.512188,-33.346012,-32.17007,-30.983345,-29.784645,-28.572987,-27.347023,-26.105392,-24.846615,-23.56898,-22.2709,-20.950321,-19.605059,-18.232668,-16.83029,-15.395009,-13.923142,-12.410555,-10.852425,-9.242937,-7.5755405,-5.8418775,-4.031797,-2.1325395,-0.12752564,2.0046964,4.2941675,6.7839417,9.540132,12.674319,16.403059,21.285597,32.160496,,
